,location,total_sqft,bath,price,bhk
2133,Jakkur,1290.0,2.0,80.04,2
2134,Jakkur,1282.0,2.0,72.0,2
2136,Jakkur,1660.0,3.0,104.0,3
2137,Jakkur,1291.0,2.0,75.0,2
2138,Jakkur,1473.0,2.0,85.0,2
2139,Jakkur,1660.0,3.0,104.0,3
2140,Jakkur,1950.0,3.0,131.0,3
2141,Jakkur,1432.0,2.0,85.0,2
2142,Jakkur,1710.0,3.0,110.0,3
2144,Jalahalli,2250.0,3.0,160.0,3
2145,Jalahalli,1694.0,2.0,125.0,2
2146,Jalahalli,1400.0,1.0,80.0,2
2147,Jalahalli,1045.0,2.0,76.77,2
2148,Jalahalli,2113.0,3.0,155.0,3
2149,Jalahalli,1932.0,4.0,135.0,3
2150,Jalahalli,1045.0,2.0,58.0,2
2151,Jalahalli,2384.0,4.0,165.0,3
2152,Jalahalli,790.0,2.0,49.5,2
2155,Jalahalli,615.0,1.0,46.0,1
2156,Jalahalli,905.0,2.0,55.0,2
2157,Jalahalli,615.0,1.0,46.0,1
2158,Jalahalli,1470.0,2.0,102.0,3
2159,Jalahalli,1244.0,2.0,88.0,2
2160,Jalahalli,1407.0,2.0,98.49,2
2161,Jalahalli,1200.0,2.0,66.0,1
2163,Jalahalli,1045.0,2.0,76.77,2
2165,Jalahalli,2086.0,3.0,160.0,3
2167,Jalahalli,1313.0,2.0,68.0,2
2171,Jigani,918.0,2.0,52.0,2
2172,Jigani,918.0,2.0,48.0,2
2174,Jigani,914.0,2.0,47.0,2
2175,Jigani,927.0,2.0,55.0,2
2176,Jigani,920.0,2.0,46.0,2
2177,Jigani,918.0,2.0,45.0,2
2178,Jigani,933.0,2.0,43.0,2
2179,Jigani,918.0,2.0,55.0,2
2180,Jigani,2400.0,3.0,149.0,3
2181,Jigani,937.0,2.0,44.0,2
2183,Jigani,923.0,2.0,50.0,2
2185,Jigani,1221.0,3.0,72.0,3
2186,Jigani,918.0,2.0,49.0,2
2188,Jigani,914.0,2.0,49.0,2
2189,Jigani,918.0,2.0,50.0,2
2190,Jigani,1200.0,3.0,65.0,3
2191,Jigani,914.0,2.0,55.0,2
2195,Jigani,1221.0,3.0,75.0,3
2196,Jigani,1252.0,3.0,70.0,3
2199,Jigani,1221.0,3.0,70.0,3
2201,Jigani,943.0,2.0,48.0,2
2202,Jigani,918.0,2.0,56.0,2
2205,Jigani,943.0,2.0,49.5,2
2206,KR Puram,1277.5,2.0,56.8,2
2207,KR Puram,930.0,2.0,39.0,2
2208,KR Puram,1155.0,2.0,42.74,2
2209,KR Puram,1225.0,2.0,46.55,2
2210,KR Puram,1100.0,2.0,47.0,2
2212,KR Puram,1015.0,2.0,43.0,2
2213,KR Puram,1142.0,2.0,51.0,2
2214,KR Puram,1021.0,2.0,48.0,2
2215,KR Puram,1559.0,3.0,69.315,3
2216,KR Puram,1035.0,2.0,40.5,2
2217,KR Puram,1192.5,2.0,51.22,2
2218,KR Puram,1290.0,2.0,49.02,2
2219,KR Puram,1100.0,2.0,43.0,2
2220,KR Puram,950.0,2.0,40.0,2
2221,KR Puram,1156.0,2.0,72.0,2
2223,KR Puram,750.0,2.0,40.0,2
2224,KR Puram,1000.0,2.0,44.5,2
2225,KR Puram,1140.0,2.0,43.32,2
2226,KR Puram,1200.0,2.0,42.0,2
2228,KR Puram,1040.0,2.0,50.0,2
2229,KR Puram,1120.0,2.0,36.0,2
2230,KR Puram,1150.0,2.0,42.0,2
2231,KR Puram,1050.0,2.0,55.0,2
2232,KR Puram,1085.0,2.0,46.5,2
2233,KR Puram,1700.0,3.0,105.0,3
2234,KR Puram,1200.0,2.0,72.0,2
2235,KR Puram,1100.0,2.0,45.0,2
2236,KR Puram,1035.0,2.0,40.0,2
2237,KR Puram,1116.0,2.0,45.0,2
2238,KR Puram,1300.0,2.0,57.0,3
2239,KR Puram,866.28,2.0,36.38,2
2240,KR Puram,1096.0,2.0,43.0,2
2241,KR Puram,1204.0,2.0,58.0,2
2242,KR Puram,1205.0,2.0,45.79,2
2243,KR Puram,1827.0,3.0,97.0,3
2245,KR Puram,1200.0,2.0,75.0,2
2246,KR Puram,1245.0,2.0,60.0,2
2247,Kadugodi,1260.0,2.0,54.0,3
2248,Kadugodi,1762.0,3.0,91.45,3
2249,Kadugodi,1580.0,2.0,65.0,3
2250,Kadugodi,1762.0,3.0,110.0,3
2251,Kadugodi,1314.0,2.0,68.2,2
2252,Kadugodi,1100.0,2.0,45.0,2
2253,Kadugodi,1711.0,3.0,75.0,3
2254,Kadugodi,1314.0,2.0,78.0,2
2255,Kadugodi,925.0,1.0,40.7,1
2256,Kadugodi,1351.0,2.0,78.0,3
2257,Kadugodi,1010.0,2.0,50.0,2
2259,Kadugodi,1762.0,3.0,109.0,3
2260,Kadugodi,1314.0,2.0,80.0,2
2261,Kaggadasapura,1275.0,2.0,52.0,2
2262,Kaggadasapura,2150.0,4.0,100.0,4
2263,Kaggadasapura,1150.0,2.0,42.0,2
2264,Kaggadasapura,1110.0,2.0,53.0,2
2265,Kaggadasapura,1060.0,2.0,48.0,2
2267,Kaggadasapura,1050.0,2.0,48.0,2
2268,Kaggadasapura,1132.0,2.0,42.0,2
2269,Kaggadasapura,1325.0,2.0,50.0,2
2270,Kaggadasapura,1200.0,2.0,53.0,2
2271,Kaggadasapura,1035.0,2.0,45.5,2
2273,Kaggadasapura,1805.0,2.0,75.0,3
2274,Kaggadasapura,1240.0,2.0,45.0,2
2275,Kaggadasapura,1560.0,2.0,72.0,3
2276,Kaggadasapura,1240.0,2.0,58.58,2
2277,Kaggadasapura,1000.0,2.0,43.0,2
2278,Kaggadasapura,1225.0,2.0,48.0,2
2279,Kaggadasapura,960.0,2.0,45.0,2
2280,Kaggadasapura,775.0,2.0,29.5,2
2282,Kaggadasapura,1654.0,3.0,70.0,3
2283,Kaggadasapura,1106.0,2.0,40.0,2
2284,Kaggadasapura,1485.0,2.0,70.0,3
2285,Kaggadasapura,1175.0,2.0,50.0,2
2287,Kaggadasapura,1150.0,2.0,45.0,2
2289,Kaggalipura,700.0,1.0,38.0,1
2291,Kaggalipura,700.0,1.0,36.0,1
2292,Kaggalipura,950.0,2.0,48.0,2
2293,Kaggalipura,1000.0,2.0,60.0,2
2294,Kaggalipura,950.0,2.0,50.0,2
2295,Kaggalipura,950.0,2.0,47.0,2
2296,Kaggalipura,1150.0,2.0,62.0,3
2297,Kaggalipura,700.0,1.0,35.0,1
2300,Kaggalipura,950.0,2.0,45.0,2
2301,Kaggalipura,950.0,2.0,60.0,2
2302,Kalena Agrahara,1804.0,3.0,120.0,3
2304,Kalena Agrahara,1325.0,2.0,76.0,2
2305,Kalena Agrahara,1450.0,2.0,85.0,3
2306,Kalena Agrahara,1765.0,3.0,125.0,3
2307,Kalena Agrahara,980.0,2.0,40.0,2
2308,Kalena Agrahara,1187.0,2.0,52.0,2
2310,Kalena Agrahara,610.0,1.0,39.0,1
2311,Kalena Agrahara,1040.0,2.0,45.0,2
2312,Kalena Agrahara,1450.0,3.0,100.0,3
2314,Kalena Agrahara,800.0,2.0,40.0,2
2315,Kalena Agrahara,1222.0,2.0,48.0,2
2316,Kalena Agrahara,900.0,2.0,40.0,2
2317,Kalena Agrahara,1837.0,2.0,95.0,3
2318,Kalena Agrahara,1180.0,2.0,85.0,2
2319,Kalena Agrahara,1510.0,3.0,78.0,3
2320,Kalena Agrahara,1354.0,2.0,70.0,2
2321,Kalena Agrahara,1200.0,3.0,70.0,2
2322,Kalyan nagar,1375.0,3.0,75.0,3
2323,Kalyan nagar,820.0,2.0,39.0,2
2324,Kalyan nagar,1640.0,3.0,88.0,3
2325,Kalyan nagar,1800.0,3.0,85.0,3
2326,Kalyan nagar,1080.0,2.0,73.0,2
2327,Kalyan nagar,2422.0,3.0,150.0,4
2328,Kalyan nagar,1198.0,2.0,65.0,2
2329,Kalyan nagar,1190.0,2.0,60.0,2
2330,Kalyan nagar,1100.0,2.0,70.0,2
2331,Kambipura,883.0,2.0,45.0,2
2332,Kambipura,1082.0,2.0,56.0,3
2333,Kambipura,883.0,2.0,45.0,2
2334,Kambipura,883.0,2.0,39.0,2
2335,Kambipura,883.0,2.0,45.0,2
2336,Kambipura,883.0,2.0,39.0,2
2337,Kambipura,1082.0,2.0,55.0,3
2339,Kambipura,883.0,2.0,37.0,2
2340,Kambipura,883.0,2.0,37.0,2
2343,Kambipura,883.0,2.0,39.0,2
2344,Kambipura,883.0,2.0,39.0,2
2345,Kambipura,883.0,2.0,45.0,2
2346,Kambipura,883.0,2.0,39.0,2
2347,Kambipura,1082.0,2.0,55.0,3
2348,Kammasandra,1595.0,3.0,65.0,3
2349,Kammasandra,810.0,2.0,24.5,2
2350,Kammasandra,657.5,1.0,18.41,1
2351,Kammasandra,674.0,2.0,29.0,2
2352,Kammasandra,1156.0,2.0,32.0,2
2353,Kammasandra,870.0,2.0,24.0,2
2354,Kammasandra,990.0,2.0,31.5,2
2356,Kammasandra,1030.0,1.0,25.75,2
2358,Kammasandra,1015.0,2.0,37.0,2
2360,Kammasandra,1415.0,2.0,60.0,2
2361,Kammasandra,1057.0,2.0,35.0,2
2362,Kammasandra,1500.0,3.0,65.0,3
2363,Kammasandra,985.0,2.0,40.5,2
2364,Kammasandra,940.0,2.0,35.0,2
2366,Kammasandra,610.0,1.0,18.5,1
2367,Kanakapura,711.0,1.0,36.0,1
2368,Kanakapura,711.0,1.0,38.0,1
2371,Kanakapura,1295.0,2.0,64.0,2
2372,Kanakapura,1151.0,2.0,59.0,2
2373,Kanakapura,1110.0,2.0,38.85,2
2374,Kanakapura,1090.0,2.0,38.15,2
2375,Kanakapura,1283.0,2.0,68.0,2
2377,Kanakapura,1120.0,2.0,39.2,2
2379,Kanakapura,938.0,1.0,50.0,1
2380,Kanakapura,825.0,1.0,35.475,1
2381,Kanakapura,1090.0,2.0,38.15,2
2382,Kanakapura,1489.0,2.0,70.0,3
2383,Kanakapura,1477.0,2.0,69.5,3
2384,Kanakpura Road,700.0,2.0,36.0,2
2385,Kanakpura Road,950.0,2.0,57.0,2
2387,Kanakpura Road,525.0,1.0,26.0,1
2390,Kanakpura Road,525.0,1.0,27.25,1
2391,Kanakpura Road,1100.0,2.0,58.0,3
2392,Kanakpura Road,525.0,1.0,30.0,1
2394,Kanakpura Road,1339.0,2.0,75.0,2
2395,Kanakpura Road,1100.0,3.0,58.0,3
2396,Kanakpura Road,525.0,1.0,26.0,1
2398,Kanakpura Road,1843.0,3.0,95.84,3
2399,Kanakpura Road,1290.0,2.0,74.0,2
2400,Kanakpura Road,1665.0,3.0,86.58,3
2402,Kanakpura Road,1542.0,2.0,85.0,3
2408,Kanakpura Road,1495.0,2.0,90.0,2
2411,Kanakpura Road,3500.0,6.0,225.0,4
2412,Kanakpura Road,1420.0,2.0,75.0,3
2413,Kanakpura Road,825.0,1.0,36.29,1
2414,Kanakpura Road,983.0,2.0,50.6,2
2419,Kanakpura Road,1843.0,3.0,95.84,3
2421,Kanakpura Road,1366.0,3.0,76.85,2
2422,Kanakpura Road,525.0,1.0,25.0,1
2427,Kanakpura Road,525.0,1.0,30.0,1
2429,Kanakpura Road,1051.0,2.0,56.74,2
2430,Kanakpura Road,525.0,1.0,30.0,1
2434,Kanakpura Road,1300.0,3.0,69.0,3
2435,Kanakpura Road,700.0,2.0,40.0,2
2436,Kanakpura Road,458.0,1.0,19.695,1
2437,Kanakpura Road,2775.0,3.0,165.0,4
2438,Kanakpura Road,1900.0,3.0,99.0,3
2439,Kanakpura Road,1290.0,2.0,80.0,2
2444,Kanakpura Road,1366.0,2.0,83.0,2
2445,Kanakpura Road,700.0,2.0,40.0,2
2447,Kanakpura Road,1339.0,2.0,71.5,2
2449,Kanakpura Road,670.0,1.0,35.0,1
2456,Kanakpura Road,525.0,1.0,30.0,1
2459,Kanakpura Road,1498.0,3.0,95.0,3
2460,Kanakpura Road,1665.0,3.0,86.91,3
2461,Kanakpura Road,1665.0,3.0,86.58,3
2462,Kanakpura Road,712.0,1.0,38.44,1
2465,Kanakpura Road,1507.0,2.0,95.0,3
2467,Kanakpura Road,1339.0,2.0,85.0,2
2468,Kanakpura Road,525.0,1.0,27.0,1
2469,Kanakpura Road,525.0,1.0,27.5,1
2471,Kanakpura Road,525.0,1.0,26.25,1
2473,Kanakpura Road,525.0,1.0,26.0,1
2474,Kanakpura Road,1050.0,2.0,59.0,3
2475,Kanakpura Road,1600.0,3.0,90.0,3
2479,Kanakpura Road,1100.0,3.0,56.57,3
2481,Kanakpura Road,1843.0,3.0,96.2,3
2484,Kanakpura Road,1240.0,2.0,65.0,2
2488,Kanakpura Road,700.0,2.0,41.0,2
2492,Kanakpura Road,700.0,1.0,41.0,2
2493,Kanakpura Road,1100.0,3.0,58.0,3
2494,Kanakpura Road,700.0,2.0,40.0,2
2497,Kanakpura Road,525.0,1.0,26.01,1
2500,Kanakpura Road,1322.0,2.0,70.0,2
2501,Kanakpura Road,1698.0,2.0,105.0,2
2502,Kanakpura Road,1300.0,3.0,69.0,3
2503,Kanakpura Road,1300.0,3.0,69.0,3
2505,Kanakpura Road,1167.0,2.0,63.0,2
2509,Kanakpura Road,1300.0,3.0,69.0,3
2512,Kanakpura Road,1430.0,2.0,78.0,2
2513,Kanakpura Road,700.0,2.0,36.0,2
2516,Kanakpura Road,1100.0,3.0,58.0,3
2521,Kanakpura Road,2000.0,3.0,105.0,3
2523,Kanakpura Road,1843.0,3.0,95.0,3
2526,Kanakpura Road,900.0,2.0,46.29,2
2527,Kanakpura Road,850.0,1.0,37.32,1
2529,Kanakpura Road,525.0,1.0,30.0,1
2530,Kanakpura Road,1938.0,3.0,105.0,3
2531,Kanakpura Road,1843.0,3.0,96.2,3
2532,Kanakpura Road,525.0,1.0,26.0,1
2536,Kanakpura Road,700.0,2.0,36.0,2
2541,Kannamangala,957.0,2.0,58.0,2
2542,Kannamangala,957.0,2.0,56.0,2
2543,Kannamangala,1536.0,3.0,89.0,3
2544,Kannamangala,2400.0,4.0,130.0,4
2545,Kannamangala,1574.0,3.0,93.34,3
2546,Kannamangala,957.0,2.0,52.5,2
2547,Kannamangala,1536.0,3.0,104.0,3
2548,Kannamangala,957.0,2.0,54.5,2
2549,Kannamangala,957.0,2.0,55.0,2
2550,Kannamangala,957.0,2.0,56.0,2
2551,Karuna Nagar,2500.0,3.0,180.0,3
2552,Karuna Nagar,2500.0,3.0,190.0,3
2553,Karuna Nagar,1962.0,3.0,175.0,3
2554,Karuna Nagar,1057.0,2.0,65.0,2
2555,Karuna Nagar,1354.0,2.0,98.0,3
2556,Karuna Nagar,1945.0,3.0,115.0,3
2557,Karuna Nagar,1960.0,3.0,165.0,3
2558,Kasavanhalli,1060.0,2.0,58.06,2
2559,Kasavanhalli,1563.05,3.0,105.0,3
2562,Kasavanhalli,1349.0,2.0,78.0,2
2563,Kasavanhalli,1121.0,2.0,78.0,2
2564,Kasavanhalli,1200.0,2.0,78.0,2
2566,Kasavanhalli,1476.0,3.0,89.0,3
2567,Kasavanhalli,1719.0,3.0,116.0,3
2568,Kasavanhalli,1476.0,3.0,95.0,3
2569,Kasavanhalli,1090.0,2.0,59.8,2
2571,Kasavanhalli,770.0,1.0,43.82,1
2572,Kasavanhalli,1147.0,2.0,60.0,2
2573,Kasavanhalli,1495.0,2.0,83.0,2
2575,Kasavanhalli,1375.0,2.0,78.0,2
2576,Kasavanhalli,1476.0,3.0,105.0,3
2577,Kasavanhalli,1158.0,2.0,67.0,2
2578,Kasavanhalli,1214.0,2.0,67.0,2
2579,Kasavanhalli,1575.0,2.0,85.0,2
2580,Kasavanhalli,1100.0,2.0,68.0,2
2581,Kasavanhalli,1715.0,3.0,112.0,3
2582,Kasavanhalli,1100.0,2.0,65.0,2
2584,Kasavanhalli,1585.0,2.0,90.0,2
2585,Kasavanhalli,1245.0,2.0,80.0,2
2586,Kasavanhalli,1747.0,3.0,110.0,3
2587,Kasavanhalli,1377.0,2.0,80.0,2
2588,Kasavanhalli,1121.0,2.0,75.0,2
2589,Kenchenahalli,1015.0,2.0,58.0,2
2590,Kenchenahalli,1150.0,2.0,58.0,2
2591,Kenchenahalli,1280.0,2.0,69.0,3
2592,Kenchenahalli,1410.0,2.0,73.0,3
2593,Kenchenahalli,870.0,1.0,45.0,2
2594,Kenchenahalli,1150.0,2.0,60.0,2
2595,Kenchenahalli,700.0,1.0,35.0,1
2596,Kenchenahalli,1060.0,2.0,52.0,2
2597,Kenchenahalli,1150.0,2.0,57.0,2
2599,Kengeri,750.0,2.0,38.0,2
2600,Kengeri,726.0,2.0,31.0,2
2601,Kengeri,1025.0,2.0,57.0,2
2602,Kengeri,1255.0,2.0,50.0,2
2603,Kengeri,750.0,2.0,36.0,2
2604,Kengeri,726.0,2.0,35.0,2
2605,Kengeri,416.0,1.0,19.5,1
2606,Kengeri,900.0,2.0,45.0,2
2607,Kengeri,787.0,2.0,31.0,2
2608,Kengeri,540.0,1.0,22.5,1
2609,Kengeri,750.0,2.0,35.5,2
2611,Kengeri,1230.0,2.0,45.0,2
2613,Kengeri,750.0,2.0,36.5,2
2614,Kengeri,416.0,1.0,18.0,1
2615,Kengeri,1220.0,2.0,63.0,2
2616,Kengeri,1192.0,2.0,53.5,2
2617,Kengeri,750.0,2.0,40.0,2
2618,Kengeri,416.0,1.0,17.19,1
2619,Kengeri Satellite Town,890.0,2.0,35.0,2
2620,Kengeri Satellite Town,1415.0,2.0,66.0,3
2621,Kengeri Satellite Town,1050.0,2.0,43.0,2
2622,Kengeri Satellite Town,635.0,1.0,22.0,2
2623,Kengeri Satellite Town,818.0,2.0,26.0,2
2624,Kengeri Satellite Town,795.0,2.0,32.0,2
2625,Kengeri Satellite Town,1302.5,2.0,44.285,2
2626,Kengeri Satellite Town,920.0,2.0,39.0,2
2627,Kengeri Satellite Town,985.0,2.0,42.0,2
2628,Kengeri Satellite Town,1120.0,2.0,49.0,2
2630,Kengeri Satellite Town,1110.0,2.0,43.0,2
2631,Kengeri Satellite Town,1170.0,2.0,50.0,2
2632,Kengeri Satellite Town,800.0,2.0,32.0,2
2633,Kereguddadahalli,800.0,2.0,28.0,2
2634,Kereguddadahalli,904.0,2.0,30.0,2
2636,Kereguddadahalli,1000.0,2.0,30.0,2
2637,Kereguddadahalli,1240.0,3.0,41.0,3
2638,Kereguddadahalli,600.0,1.0,19.5,1
2639,Kereguddadahalli,1080.0,2.0,32.0,2
2640,Kereguddadahalli,1000.0,2.0,34.0,2
2642,Kereguddadahalli,1280.0,3.0,42.0,3
2643,Kereguddadahalli,1015.0,2.0,35.0,2
2644,Kodichikkanahalli,995.0,2.0,41.0,2
2645,Kodichikkanahalli,1495.0,2.0,75.0,3
2646,Kodichikkanahalli,1125.0,2.0,52.0,2
2647,Kodichikkanahalli,1150.0,2.0,48.0,2
2648,Kodichikkanahalli,1620.0,2.0,85.0,3
2650,Kodichikkanahalli,450.0,1.0,18.0,1
2651,Kodichikkanahalli,1181.0,2.0,57.0,2
2653,Kodichikkanahalli,976.0,2.0,50.0,2
2654,Kodichikkanahalli,1299.0,2.0,58.0,2
2655,Kodihalli,3252.0,5.0,335.0,4
2656,Kodihalli,2700.0,4.0,270.0,3
2657,Kodihalli,2392.0,4.0,260.0,3
2658,Kodihalli,2408.0,4.0,260.0,3
2659,Kodihalli,2500.0,4.0,260.0,3
2660,Kodihalli,3260.0,5.0,388.0,4
2661,Kodihalli,3197.0,5.0,335.0,4
2662,Koramangala,1320.0,2.0,165.0,2
2663,Koramangala,1253.0,2.0,102.0,2
2664,Koramangala,1580.0,3.0,160.0,3
2665,Koramangala,3500.0,5.0,425.0,4
2666,Koramangala,1005.0,1.0,110.0,2
2668,Koramangala,1300.0,2.0,110.0,2
2669,Koramangala,1325.0,2.0,119.0,2
2670,Koramangala,1260.0,2.0,100.0,2
2671,Koramangala,1900.0,2.0,200.0,2
2673,Koramangala,1320.0,2.0,150.0,2
2674,Koramangala,1320.0,2.0,110.0,2
2677,Koramangala,1744.0,3.0,200.0,3
2678,Koramangala,1180.0,2.0,128.0,2
2679,Koramangala,1320.0,2.0,160.0,2
2680,Koramangala,1370.0,2.0,125.0,2
2681,Koramangala,1100.0,2.0,85.0,2
2683,Koramangala,1744.0,4.0,210.0,3
2684,Koramangala,1320.0,2.0,160.0,2
2685,Koramangala,1350.0,2.0,103.0,2
2687,Koramangala,1320.0,2.0,160.0,2
2688,Koramangala,1710.0,3.0,210.0,3
2689,Koramangala,1600.0,3.0,170.0,3
2690,Koramangala,1260.0,2.0,100.0,2
2692,Kothanur,2400.0,2.0,150.0,3
2693,Kothanur,1847.0,3.0,105.0,3
2694,Kothanur,1847.0,3.0,110.0,3
2695,Kothanur,1790.0,3.0,105.0,3
2696,Kothanur,1790.0,3.0,97.0,3
2697,Kothanur,1786.0,2.0,106.0,3
2698,Kothanur,1787.0,3.0,107.0,3
2699,Kothanur,1400.0,2.0,70.0,2
2700,Kothanur,1787.0,3.0,120.0,3
2701,Kothanur,1790.0,3.0,105.0,3
2702,Kothanur,1790.0,3.0,120.0,3
2703,Kudlu,1152.0,2.0,53.5,2
2704,Kudlu,1092.0,2.0,44.0,2
2705,Kudlu,1027.0,2.0,43.0,2
2706,Kudlu,1092.0,2.0,44.0,2
2707,Kudlu,1143.0,2.0,55.0,2
2708,Kudlu,1024.0,2.0,44.0,2
2710,Kudlu,1600.0,3.0,79.0,3
2711,Kudlu,1027.0,2.0,42.0,2
2712,Kudlu,1084.0,2.0,53.0,2
2713,Kudlu,1300.0,2.0,56.0,2
2714,Kudlu,1027.0,2.0,44.0,2
2715,Kudlu,1027.0,2.0,44.0,2
2716,Kudlu,720.0,1.0,33.0,1
2717,Kudlu,1162.0,2.0,52.0,2
2718,Kudlu Gate,1535.0,3.0,83.0,3
2719,Kudlu Gate,1535.0,3.0,85.0,3
2720,Kudlu Gate,1535.0,3.0,78.0,3
2721,Kudlu Gate,1535.0,3.0,86.0,3
2722,Kudlu Gate,1564.0,2.0,92.0,3
2723,Kudlu Gate,1535.0,3.0,86.0,3
2724,Kudlu Gate,1532.0,3.0,83.0,3
2725,Kudlu Gate,1656.0,3.0,80.0,3
2726,Kudlu Gate,812.0,2.0,38.25,2
2727,Kudlu Gate,1535.0,3.0,85.0,3
2728,Kudlu Gate,1850.0,3.0,120.0,3
2729,Kudlu Gate,1164.0,2.0,75.0,2
2730,Kudlu Gate,1850.0,3.0,110.0,3
2732,Kundalahalli,735.0,2.0,57.99,2
2733,Kundalahalli,1047.0,2.0,82.0,2
2742,Kundalahalli,1047.0,2.0,84.0,2
2743,Kundalahalli,1047.0,2.0,83.0,2
2744,Kundalahalli,1047.0,2.0,82.62,2
2745,Kundalahalli,1047.0,2.0,91.0,2
2746,Kundalahalli,1724.0,3.0,146.0,3
2748,Kundalahalli,1047.0,2.0,89.0,2
2750,Kundalahalli,1047.0,2.0,72.0,2
2752,Kundalahalli,1724.0,3.0,146.0,3
2753,Kundalahalli,1047.0,2.0,91.0,2
2757,Kundalahalli,1724.0,3.0,140.0,3
2758,Lakshminarayana Pura,1185.0,2.0,75.0,2
2759,Lakshminarayana Pura,1600.0,2.0,108.0,3
2760,Lakshminarayana Pura,1180.0,2.0,75.0,2
2761,Lakshminarayana Pura,1179.0,2.0,75.0,2
2762,Lakshminarayana Pura,1149.0,2.0,75.0,2
2763,Lakshminarayana Pura,1336.0,2.0,100.0,2
2764,Lakshminarayana Pura,1175.0,2.0,75.0,2
2765,Lakshminarayana Pura,1190.0,2.0,75.0,2
2766,Lakshminarayana Pura,1200.0,2.0,75.0,2
2767,Lakshminarayana Pura,1165.0,2.0,75.0,2
2768,Lakshminarayana Pura,1145.0,2.0,75.0,2
2769,Lakshminarayana Pura,1500.0,3.0,104.0,3
2770,Lakshminarayana Pura,1169.0,2.0,75.0,2
2771,Lakshminarayana Pura,1200.0,2.0,75.0,2
2772,Lakshminarayana Pura,1172.0,2.0,75.0,2
2773,Lakshminarayana Pura,1180.0,2.0,75.0,2
2774,Lakshminarayana Pura,1200.0,2.0,83.0,2
2775,Lakshminarayana Pura,1200.0,2.0,80.0,2
2776,Lakshminarayana Pura,1195.0,2.0,75.0,2
2777,Lakshminarayana Pura,1200.0,2.0,80.0,2
2778,Lingadheeranahalli,1521.0,3.0,95.0,3
2779,Lingadheeranahalli,1511.0,3.0,95.0,3
2780,Lingadheeranahalli,1683.0,3.0,109.0,3
2781,Lingadheeranahalli,1519.0,3.0,93.0,3
2782,Lingadheeranahalli,1521.0,3.0,94.99,3
2783,Lingadheeranahalli,1682.0,3.0,120.0,3
2784,Lingadheeranahalli,1521.0,3.0,94.71,3
2785,Lingadheeranahalli,1893.0,3.0,130.0,3
2786,Lingadheeranahalli,1705.0,3.0,110.0,3
2787,Lingadheeranahalli,2245.0,4.0,154.0,4
2788,Lingadheeranahalli,1682.0,3.0,113.0,3
2789,Lingadheeranahalli,1682.0,3.0,114.0,3
2790,Lingadheeranahalli,1506.0,3.0,95.0,3
2791,Lingadheeranahalli,1683.0,3.0,110.0,3
2792,Lingadheeranahalli,1684.0,3.0,120.0,3
2793,Lingadheeranahalli,2236.0,4.0,153.0,4
2794,Lingadheeranahalli,1894.0,4.0,114.0,3
2795,Lingadheeranahalli,2240.0,4.0,160.0,4
2796,Magadi Road,1116.0,2.0,50.0,2
2798,Magadi Road,884.0,2.0,41.1,2
2799,Magadi Road,1005.0,2.0,55.78,2
2800,Magadi Road,1000.0,2.0,46.5,2
2802,Magadi Road,1345.0,2.0,55.0,2
2804,Magadi Road,1116.0,2.0,51.89,2
2805,Magadi Road,1052.0,2.0,60.0,3
2806,Magadi Road,1318.0,2.0,68.0,3
2808,Magadi Road,884.0,2.0,48.0,2
2809,Mahadevpura,1434.0,2.0,67.39,3
2810,Mahadevpura,1146.0,2.0,53.8,2
2812,Mahadevpura,1400.0,2.0,65.8,3
2813,Mahadevpura,1137.0,2.0,53.4,2
2814,Mahadevpura,1152.0,2.0,54.0,2
2815,Mahadevpura,1212.0,2.0,56.9,2
2818,Mahadevpura,1236.0,2.0,58.0,2
2819,Mahadevpura,1236.0,2.0,58.0,2
2820,Malleshwaram,705.0,1.0,67.0,1
2821,Malleshwaram,2500.0,5.0,325.0,4
2822,Malleshwaram,686.0,1.0,62.5,1
2823,Malleshwaram,2475.0,4.0,332.0,3
2824,Malleshwaram,2475.0,4.0,320.0,3
2825,Malleshwaram,900.0,2.0,95.0,2
2826,Malleshwaram,1420.0,2.0,158.0,2
2827,Malleshwaram,2000.0,3.0,250.0,3
2828,Malleshwaram,2215.0,3.0,275.0,3
2829,Malleshwaram,2475.0,4.0,300.0,3
2830,Malleshwaram,1290.0,2.0,120.0,2
2831,Malleshwaram,2475.0,4.0,326.0,3
2832,Malleshwaram,2476.0,3.0,337.0,3
2833,Malleshwaram,2475.0,4.0,337.0,3
2834,Malleshwaram,2215.0,3.0,275.0,3
2835,Malleshwaram,2200.0,3.0,275.0,3
2836,Malleshwaram,2475.0,4.0,326.0,3
2837,Malleshwaram,2475.0,4.0,340.0,3
2838,Malleshwaram,2475.0,4.0,300.0,3
2840,Marathahalli,1200.0,2.0,60.0,2
2841,Marathahalli,1230.0,2.0,80.0,2
2842,Marathahalli,3800.0,4.0,250.0,4
2843,Marathahalli,1215.0,2.0,67.0,2
2844,Marathahalli,2181.0,3.0,152.0,4
2846,Marathahalli,1146.0,2.0,70.0,2
2847,Marathahalli,1469.0,3.0,89.0,3
2850,Marathahalli,1583.0,3.0,105.0,3
2851,Marathahalli,1900.0,3.0,123.0,3
2853,Marathahalli,1365.0,2.0,73.0,2
2858,Marathahalli,1325.0,1.0,92.0,2
2860,Marathahalli,1350.0,2.0,86.0,2
2862,Marathahalli,607.0,1.0,35.0,1
2863,Marathahalli,1583.0,3.0,109.0,3
